"lsoa11cd","lsoa11nm","measure","value"
"E01005262","Manchester 044B","Households with lone parent not in employment",41
"E01005264","Manchester 044C","Households with lone parent not in employment",35
"E01005265","Manchester 044D","Households with lone parent not in employment",47
"E01005266","Manchester 044E","Households with lone parent not in employment",59
"E01005126","Manchester 045A","Households with lone parent not in employment",15
"E01005168","Manchester 045B","Households with lone parent not in employment",6
"E01005169","Manchester 045C","Households with lone parent not in employment",4
"E01005170","Manchester 045D","Households with lone parent not in employment",11
"E01005171","Manchester 045E","Households with lone parent not in employment",6
"E01005263","Manchester 046A","Households with lone parent not in employment",12
"E01005267","Manchester 046B","Households with lone parent not in employment",13
"E01005268","Manchester 046C","Households with lone parent not in employment",4
"E01005269","Manchester 046D","Households with lone parent not in employment",3
"E01005069","Manchester 047A","Households with lone parent not in employment",8
"E01005111","Manchester 047B","Households with lone parent not in employment",29
"E01005113","Manchester 047C","Households with lone parent not in employment",35
"E01005114","Manchester 047D","Households with lone parent not in employment",8
"E01005116","Manchester 047E","Households with lone parent not in employment",25
"E01005071","Manchester 048A","Households with lone parent not in employment",28
"E01005072","Manchester 048B","Households with lone parent not in employment",44
"E01005073","Manchester 048C","Households with lone parent not in employment",11
"E01005112","Manchester 048D","Households with lone parent not in employment",41
"E01005117","Manchester 048E","Households with lone parent not in employment",70
"E01005085","Manchester 049A","Households with lone parent not in employment",52
"E01005086","Manchester 049B","Households with lone parent not in employment",61
"E01005089","Manchester 049C","Households with lone parent not in employment",71
"E01005289","Manchester 049D","Households with lone parent not in employment",56
"E01005295","Manchester 049E","Households with lone parent not in employment",32
"E01005087","Manchester 050A","Households with lone parent not in employment",112
"E01005088","Manchester 050B","Households with lone parent not in employment",79
"E01005090","Manchester 050C","Households with lone parent not in employment",65
"E01005091","Manchester 050D","Households with lone parent not in employment",89
"E01005291","Manchester 050E","Households with lone parent not in employment",50
"E01005068","Manchester 051A","Households with lone parent not in employment",55
"E01005070","Manchester 051B","Households with lone parent not in employment",47
"E01005074","Manchester 051C","Households with lone parent not in employment",25
"E01005075","Manchester 051D","Households with lone parent not in employment",22
"E01005319","Manchester 051E","Households with lone parent not in employment",70
"E01005290","Manchester 052A","Households with lone parent not in employment",58
"E01005292","Manchester 052B","Households with lone parent not in employment",48
"E01005293","Manchester 052C","Households with lone parent not in employment",10
"E01005294","Manchester 052D","Households with lone parent not in employment",14
"E01005317","Manchester 052E","Households with lone parent not in employment",40
"E01005313","Manchester 053A","Households with lone parent not in employment",45
"E01005314","Manchester 053B","Households with lone parent not in employment",42
"E01005315","Manchester 053C","Households with lone parent not in employment",45
"E01005316","Manchester 053D","Households with lone parent not in employment",20
"E01005318","Manchester 053E","Households with lone parent not in employment",42
"E01005130","Manchester 054A","Households with lone parent not in employment",54
"E01033651","Manchester 054B","Households with lone parent not in employment",4
"E01033658","Manchester 054C","Households with lone parent not in employment",3
"E01033664","Manchester 054D","Households with lone parent not in employment",1
"E01033667","Manchester 054E","Households with lone parent not in employment",1
"E01005128","Manchester 055A","Households with lone parent not in employment",2
"E01033653","Manchester 055B","Households with lone parent not in employment",3
"E01033654","Manchester 055C","Households with lone parent not in employment",1
"E01033659","Manchester 055D","Households with lone parent not in employment",1
"E01033661","Manchester 055E","Households with lone parent not in employment",2
"E01005143","Manchester 056A","Households with lone parent not in employment",47
"E01033655","Manchester 056B","Households with lone parent not in employment",1
"E01033665","Manchester 056C","Households with lone parent not in employment",5
"E01033676","Manchester 056D","Households with lone parent not in employment",63
"E01005212","Manchester 057A","Households with lone parent not in employment",32
"E01033656","Manchester 057B","Households with lone parent not in employment",2
"E01033662","Manchester 057C","Households with lone parent not in employment",1
"E01005142","Manchester 058A","Households with lone parent not in employment",53
"E01005147","Manchester 058B","Households with lone parent not in employment",87
"E01033674","Manchester 058C","Households with lone parent not in employment",17
"E01033675","Manchester 058D","Households with lone parent not in employment",82
"E01005213","Manchester 059A","Households with lone parent not in employment",51
"E01033660","Manchester 059B","Households with lone parent not in employment",3
"E01033672","Manchester 059C","Households with lone parent not in employment",33
"E01033673","Manchester 059D","Households with lone parent not in employment",0
