lsoa11cd,lsoa11nm,lad16nm,measure,value
E01005185,Manchester 032B,Manchester,Households with lone parent not in employment,4
E01005271,Manchester 032C,Manchester,Households with lone parent not in employment,12
E01005282,Manchester 032D,Manchester,Households with lone parent not in employment,25
E01005283,Manchester 032E,Manchester,Households with lone parent not in employment,9
E01005154,Manchester 033A,Manchester,Households with lone parent not in employment,2
E01005156,Manchester 033B,Manchester,Households with lone parent not in employment,2
E01005158,Manchester 033C,Manchester,Households with lone parent not in employment,20
E01005300,Manchester 033D,Manchester,Households with lone parent not in employment,12
E01005301,Manchester 033E,Manchester,Households with lone parent not in employment,9
E01005118,Manchester 034A,Manchester,Households with lone parent not in employment,10
E01005120,Manchester 034B,Manchester,Households with lone parent not in employment,26
E01005215,Manchester 034C,Manchester,Households with lone parent not in employment,25
E01005216,Manchester 034D,Manchester,Households with lone parent not in employment,8
E01005217,Manchester 034E,Manchester,Households with lone parent not in employment,12
E01005218,Manchester 034F,Manchester,Households with lone parent not in employment,8
E01005270,Manchester 035A,Manchester,Households with lone parent not in employment,43
E01005272,Manchester 035B,Manchester,Households with lone parent not in employment,74
E01005273,Manchester 035C,Manchester,Households with lone parent not in employment,20
E01005278,Manchester 035D,Manchester,Households with lone parent not in employment,13
E01005279,Manchester 035E,Manchester,Households with lone parent not in employment,46
E01005305,Manchester 036A,Manchester,Households with lone parent not in employment,9
E01005309,Manchester 036B,Manchester,Households with lone parent not in employment,7
E01005310,Manchester 036C,Manchester,Households with lone parent not in employment,25
E01005311,Manchester 036D,Manchester,Households with lone parent not in employment,14
E01005312,Manchester 036E,Manchester,Households with lone parent not in employment,8
E01005082,Manchester 037A,Manchester,Households with lone parent not in employment,46
E01005153,Manchester 037B,Manchester,Households with lone parent not in employment,13
E01005155,Manchester 037C,Manchester,Households with lone parent not in employment,4
E01005157,Manchester 037D,Manchester,Households with lone parent not in employment,4
E01005274,Manchester 038A,Manchester,Households with lone parent not in employment,37
E01005275,Manchester 038B,Manchester,Households with lone parent not in employment,7
E01005276,Manchester 038C,Manchester,Households with lone parent not in employment,19
E01005277,Manchester 038D,Manchester,Households with lone parent not in employment,3
E01005076,Manchester 039A,Manchester,Households with lone parent not in employment,10
E01005081,Manchester 039C,Manchester,Households with lone parent not in employment,74
E01005083,Manchester 039D,Manchester,Households with lone parent not in employment,2
E01033670,Manchester 039E,Manchester,Households with lone parent not in employment,7
E01033671,Manchester 039F,Manchester,Households with lone parent not in employment,4
E01005125,Manchester 040A,Manchester,Households with lone parent not in employment,46
E01005304,Manchester 040B,Manchester,Households with lone parent not in employment,7
E01005306,Manchester 040C,Manchester,Households with lone parent not in employment,4
E01005307,Manchester 040D,Manchester,Households with lone parent not in employment,2
E01005308,Manchester 040E,Manchester,Households with lone parent not in employment,43
E01005119,Manchester 041A,Manchester,Households with lone parent not in employment,53
E01005121,Manchester 041B,Manchester,Households with lone parent not in employment,41
E01005122,Manchester 041C,Manchester,Households with lone parent not in employment,56
E01005123,Manchester 041D,Manchester,Households with lone parent not in employment,79
E01005124,Manchester 041E,Manchester,Households with lone parent not in employment,69
E01005077,Manchester 042A,Manchester,Households with lone parent not in employment,68
E01005078,Manchester 042B,Manchester,Households with lone parent not in employment,1
E01005079,Manchester 042C,Manchester,Households with lone parent not in employment,38
E01005084,Manchester 042D,Manchester,Households with lone parent not in employment,33
E01005172,Manchester 043A,Manchester,Households with lone parent not in employment,2
E01005173,Manchester 043B,Manchester,Households with lone parent not in employment,1
E01005174,Manchester 043C,Manchester,Households with lone parent not in employment,2
E01005175,Manchester 043D,Manchester,Households with lone parent not in employment,8
E01005176,Manchester 043E,Manchester,Households with lone parent not in employment,6
E01005177,Manchester 043F,Manchester,Households with lone parent not in employment,4
E01005115,Manchester 044A,Manchester,Households with lone parent not in employment,41
E01005262,Manchester 044B,Manchester,Households with lone parent not in employment,41
E01005264,Manchester 044C,Manchester,Households with lone parent not in employment,35
E01005265,Manchester 044D,Manchester,Households with lone parent not in employment,47
E01005266,Manchester 044E,Manchester,Households with lone parent not in employment,59
E01005126,Manchester 045A,Manchester,Households with lone parent not in employment,15
E01005168,Manchester 045B,Manchester,Households with lone parent not in employment,6
E01005169,Manchester 045C,Manchester,Households with lone parent not in employment,4
E01005170,Manchester 045D,Manchester,Households with lone parent not in employment,11
E01005171,Manchester 045E,Manchester,Households with lone parent not in employment,6
E01005263,Manchester 046A,Manchester,Households with lone parent not in employment,12
E01005267,Manchester 046B,Manchester,Households with lone parent not in employment,13
E01005268,Manchester 046C,Manchester,Households with lone parent not in employment,4
E01005269,Manchester 046D,Manchester,Households with lone parent not in employment,3
E01005069,Manchester 047A,Manchester,Households with lone parent not in employment,8
E01005111,Manchester 047B,Manchester,Households with lone parent not in employment,29
E01005113,Manchester 047C,Manchester,Households with lone parent not in employment,35
E01005114,Manchester 047D,Manchester,Households with lone parent not in employment,8
E01005116,Manchester 047E,Manchester,Households with lone parent not in employment,25
E01005071,Manchester 048A,Manchester,Households with lone parent not in employment,28
E01005072,Manchester 048B,Manchester,Households with lone parent not in employment,44
E01005073,Manchester 048C,Manchester,Households with lone parent not in employment,11
E01005112,Manchester 048D,Manchester,Households with lone parent not in employment,41
E01005117,Manchester 048E,Manchester,Households with lone parent not in employment,70
E01005085,Manchester 049A,Manchester,Households with lone parent not in employment,52
E01005086,Manchester 049B,Manchester,Households with lone parent not in employment,61
E01005089,Manchester 049C,Manchester,Households with lone parent not in employment,71
E01005289,Manchester 049D,Manchester,Households with lone parent not in employment,56
E01005295,Manchester 049E,Manchester,Households with lone parent not in employment,32
E01005087,Manchester 050A,Manchester,Households with lone parent not in employment,112
E01005088,Manchester 050B,Manchester,Households with lone parent not in employment,79
E01005090,Manchester 050C,Manchester,Households with lone parent not in employment,65
E01005091,Manchester 050D,Manchester,Households with lone parent not in employment,89
E01005291,Manchester 050E,Manchester,Households with lone parent not in employment,50
E01005068,Manchester 051A,Manchester,Households with lone parent not in employment,55
E01005070,Manchester 051B,Manchester,Households with lone parent not in employment,47
E01005074,Manchester 051C,Manchester,Households with lone parent not in employment,25
E01005075,Manchester 051D,Manchester,Households with lone parent not in employment,22
E01005319,Manchester 051E,Manchester,Households with lone parent not in employment,70
E01005290,Manchester 052A,Manchester,Households with lone parent not in employment,58
E01005292,Manchester 052B,Manchester,Households with lone parent not in employment,48
E01005293,Manchester 052C,Manchester,Households with lone parent not in employment,10
E01005294,Manchester 052D,Manchester,Households with lone parent not in employment,14
E01005317,Manchester 052E,Manchester,Households with lone parent not in employment,40
E01005313,Manchester 053A,Manchester,Households with lone parent not in employment,45
E01005314,Manchester 053B,Manchester,Households with lone parent not in employment,42
E01005315,Manchester 053C,Manchester,Households with lone parent not in employment,45
E01005316,Manchester 053D,Manchester,Households with lone parent not in employment,20
E01005318,Manchester 053E,Manchester,Households with lone parent not in employment,42
E01005130,Manchester 054A,Manchester,Households with lone parent not in employment,54
E01033651,Manchester 054B,Manchester,Households with lone parent not in employment,4
E01033658,Manchester 054C,Manchester,Households with lone parent not in employment,3
E01033664,Manchester 054D,Manchester,Households with lone parent not in employment,1
E01033667,Manchester 054E,Manchester,Households with lone parent not in employment,1
E01005128,Manchester 055A,Manchester,Households with lone parent not in employment,2
E01033653,Manchester 055B,Manchester,Households with lone parent not in employment,3
E01033654,Manchester 055C,Manchester,Households with lone parent not in employment,1
